Código (SKU),Data da Posição de Estoque,Quantidade em Estoque,Valor ao Custo (R$),Valor a Preço de Venda (R$),Localização / CD
SKU_1498_OLI,2025-05-01,136,15300.94,46226.4,principal
SKU_1498_LIG,2025-05-01,3,337.52,1019.7,principal
SKU_1499_HOT,2025-05-01,82,6777.15,21311.8,principal
SKU_1499_RAS,2025-05-01,114,9421.89,29628.6,principal
SKU_1500_MOS,2025-05-01,101,8641.47,26249.9,principal
SKU_1500_PAS,2025-05-01,114,9753.74,29628.6,principal
SKU_1501_OLI,2025-05-01,73,4105.29,12402.7,principal
SKU_1501_SAL,2025-05-01,69,3880.35,11723.1,principal
SKU_1502_PEA,2025-05-01,72,4975.13,15112.8,principal
SKU_1502_VAN,2025-05-01,111,7670.0,23298.9,principal
SKU_1503_VAN,2025-05-01,82,6206.01,18851.8,principal
SKU_1503_CER,2025-05-01,98,7416.94,22530.2,principal
SKU_1504_EME,2025-05-01,53,5962.87,18014.7,principal
SKU_1504_NAV,2025-05-01,84,9450.58,28551.6,principal
SKU_1505_BLU,2025-05-01,122,9485.73,28657.8,principal
SKU_1505_SNO,2025-05-01,81,6297.9,19026.9,principal
SKU_1506_PAL,2025-05-01,102,7457.04,23449.8,principal
SKU_1506_BRI,2025-05-01,0,0.0,0.0,principal
SKU_1507_PAS,2025-05-01,109,6490.61,19609.1,principal
SKU_1507_FLA,2025-05-01,0,0.0,0.0,principal
SKU_1508_LIM,2025-05-01,118,8153.69,24768.2,principal
SKU_1508_DEE,2025-05-01,73,5044.23,15322.7,principal
SKU_1509_HOT,2025-05-01,92,9741.59,29430.8,principal
SKU_1509_MAG,2025-05-01,0,0.0,0.0,principal
SKU_1510_SNO,2025-05-01,98,26018.82,81820.2,principal
SKU_1510_ROS,2025-05-01,90,23894.84,75141.0,principal
SKU_1511_CLE,2025-05-01,82,24378.45,76661.8,principal
SKU_1511_SKY,2025-05-01,108,32108.21,100969.2,principal
SKU_1512_TEA,2025-05-01,93,6634.25,20915.7,principal
SKU_1512_MYS,2025-05-01,106,7561.62,23839.4,principal
SKU_1513_PAS,2025-05-01,92,5343.45,19770.8,principal
SKU_1513_RAS,2025-05-01,96,5575.78,20630.4,principal
SKU_1514_PEA,2025-05-01,101,24668.2,83819.9,principal
SKU_1514_SPA,2025-05-01,98,23935.48,81330.2,principal
SKU_1515_SEA,2025-05-01,95,6054.57,18515.5,principal
SKU_1515_AQU,2025-05-01,76,4843.65,14812.4,principal
SKU_1516_CRE,2025-05-01,77,10248.85,26942.3,principal
SKU_1516_EME,2025-05-01,80,10648.16,27992.0,principal
SKU_1517_FOR,2025-05-01,76,34667.7,91192.4,principal
SKU_1517_ROS,2025-05-01,103,46983.86,123589.7,principal
SKU_1518_CLE,2025-05-01,115,8590.29,27013.5,principal
SKU_1518_LIM,2025-05-01,111,8291.5,26073.9,principal
SKU_1519_BLU,2025-05-01,104,20832.05,65509.6,principal
SKU_1519_TEA,2025-05-01,116,23235.75,73068.4,principal
SKU_1520_GAR,2025-05-01,117,8662.34,26313.3,principal
SKU_1520_ROY,2025-05-01,110,8144.08,24739.0,principal
SKU_1521_MOS,2025-05-01,74,4468.73,14052.6,principal
SKU_1521_FRE,2025-05-01,0,0.0,0.0,principal
SKU_1522_MOS,2025-05-01,103,4218.74,15439.7,principal
SKU_1522_BIR,2025-05-01,111,4546.41,16638.9,principal
SKU_1523_HOT,2025-05-01,100,10355.11,37490.0,principal
SKU_1523_CRE,2025-05-01,106,10976.42,39739.4,principal
SKU_1524_BLU,2025-05-01,0,0.0,0.0,principal
SKU_1524_DEN,2025-05-01,71,7729.17,26262.9,principal
SKU_1525_MYS,2025-05-01,87,7995.15,25221.3,principal
SKU_1525_OLI,2025-05-01,0,0.0,0.0,principal
SKU_1526_FOR,2025-05-01,68,4117.56,11553.2,principal
SKU_1527_FUC,2025-05-01,97,29055.29,88260.3,principal
SKU_1527_TEA,2025-05-01,99,29654.37,90080.1,principal
SKU_1528_PAS,2025-05-01,117,8322.43,25143.3,principal
SKU_1528_DEN,2025-05-01,133,9460.54,28581.7,principal
SKU_1529_HUN,2025-05-01,109,8787.7,26694.1,principal
SKU_1529_MIN,2025-05-01,106,8545.83,25959.4,principal
SKU_1530_HON,2025-05-01,84,3592.1,10911.6,principal
SKU_1530_PEA,2025-05-01,104,4447.36,13509.6,principal
SKU_1531_TEA,2025-05-01,113,20567.91,62138.7,principal
SKU_1531_SNO,2025-05-01,123,22388.08,67637.7,principal
SKU_1532_BRI,2025-05-01,105,28724.69,102889.5,principal
SKU_1532_EME,2025-05-01,93,25441.87,91130.7,principal
SKU_1533_CER,2025-05-01,116,5760.52,19128.4,principal
SKU_1533_DUS,2025-05-01,131,6505.41,21601.9,principal
SKU_1534_MYS,2025-05-01,123,7236.16,24587.7,principal
SKU_1534_HUN,2025-05-01,71,4176.97,14192.9,principal
SKU_1535_NAV,2025-05-01,83,8022.22,25306.7,principal
SKU_1535_MOS,2025-05-01,105,10148.6,32014.5,principal
SKU_1536_MOS,2025-05-01,99,12169.31,34145.1,principal
SKU_1536_FRE,2025-05-01,81,9956.71,27936.9,principal
SKU_1537_SAP,2025-05-01,108,9112.17,27529.2,principal
SKU_1537_BLA,2025-05-01,65,5484.17,16568.5,principal
SKU_1538_MAG,2025-05-01,106,7364.55,22249.4,principal
SKU_1538_PAS,2025-05-01,0,0.0,0.0,principal
SKU_1539_BLA,2025-05-01,68,7566.24,23793.2,principal
SKU_1539_PEA,2025-05-01,92,10236.67,32190.8,principal
SKU_1540_BAL,2025-05-01,0,0.0,0.0,principal
SKU_1540_MAG,2025-05-01,84,4538.37,14271.6,principal
SKU_1541_AQU,2025-05-01,0,0.0,0.0,principal
SKU_1541_POW,2025-05-01,113,24251.86,76263.7,principal
SKU_1542_DEE,2025-05-01,91,14076.89,42760.9,principal
SKU_1542_PEA,2025-05-01,118,18253.55,55448.2,principal
SKU_1543_BAB,2025-05-01,123,28744.88,90392.7,principal
SKU_1543_FLA,2025-05-01,85,19864.35,62466.5,principal
SKU_1544_OLI,2025-05-01,101,6420.39,20189.9,principal
SKU_1544_PEA,2025-05-01,93,5911.84,18590.7,principal
SKU_1545_TEA,2025-05-01,111,9173.95,28848.9,principal
SKU_1545_HOT,2025-05-01,129,10661.62,33527.1,principal
SKU_1546_PAS,2025-05-01,85,4727.55,14866.5,principal
SKU_1546_IVO,2025-05-01,75,4171.36,13117.5,principal
SKU_1547_IVO,2025-05-01,99,10810.49,32660.1,principal
SKU_1547_FUC,2025-05-01,75,8189.77,24742.5,principal
SKU_1548_HOT,2025-05-01,100,15719.19,47490.0,principal
SKU_1548_CLO,2025-05-01,126,19806.18,59837.4,principal
SKU_1549_BAL,2025-05-01,109,6409.0,20154.1,principal
SKU_1549_PAS,2025-05-01,77,4527.46,14237.3,principal
SKU_1550_PAL,2025-05-01,101,5482.79,16654.9,principal
SKU_1550_IVO,2025-05-01,91,4939.94,15005.9,principal
SKU_1551_DUS,2025-05-01,85,6186.89,18691.5,principal
SKU_1551_ROS,2025-05-01,98,7133.12,21550.2,principal
SKU_1552_CLE,2025-05-01,76,16510.17,50152.4,principal
SKU_1552_SAP,2025-05-01,0,0.0,0.0,principal
SKU_1553_DEN,2025-05-01,94,7521.71,23960.6,principal
SKU_1553_HOT,2025-05-01,87,6961.58,22176.3,principal
SKU_1554_PIS,2025-05-01,121,36075.47,125222.9,principal
SKU_1554_SKY,2025-05-01,102,30410.72,105559.8,principal
SKU_1555_FUC,2025-05-01,78,4225.92,14812.2,principal
SKU_1555_RAS,2025-05-01,78,4225.92,14812.2,principal
SKU_1556_SAL,2025-05-01,84,5111.85,17211.6,principal
SKU_1556_HUN,2025-05-01,129,7850.33,26432.1,principal
SKU_1557_TUR,2025-05-01,119,8556.58,23788.1,principal
SKU_1557_SAG,2025-05-01,96,6902.79,19190.4,principal
SKU_1558_CLE,2025-05-01,91,11419.95,30020.9,principal
SKU_1558_MEX,2025-05-01,0,0.0,0.0,principal
SKU_1559_BLU,2025-05-01,81,37525.79,97191.9,principal
SKU_1559_SKY,2025-05-01,0,0.0,0.0,principal
SKU_1560_PAL,2025-05-01,0,0.0,0.0,principal
SKU_1560_CRE,2025-05-01,81,5997.0,18216.9,principal
SKU_1561_LIM,2025-05-01,96,10764.38,33590.4,principal
SKU_1561_VAN,2025-05-01,102,11437.15,35689.8,principal
SKU_1562_CLO,2025-05-01,86,8296.42,26651.4,principal
SKU_1562_BLU,2025-05-01,0,0.0,0.0,principal
SKU_1563_WHI,2025-05-01,82,3285.6,12291.8,principal
SKU_1563_MEX,2025-05-01,83,3325.67,12441.7,principal
SKU_1564_BLA,2025-05-01,110,20569.81,64889.0,principal
SKU_1564_NAV,2025-05-01,59,11032.9,34804.1,principal
SKU_1565_LIG,2025-05-01,78,11015.53,28072.2,principal
SKU_1565_BAB,2025-05-01,87,12286.55,31311.3,principal
SKU_1566_PEA,2025-05-01,110,43277.03,113839.0,principal
SKU_1566_POW,2025-05-01,132,51932.44,136606.8,principal
SKU_1567_PRI,2025-05-01,115,26118.23,79338.5,principal
SKU_1567_POW,2025-05-01,125,28389.38,86237.5,principal
SKU_1568_FRE,2025-05-01,115,8590.29,27013.5,principal
SKU_1568_PIN,2025-05-01,98,7320.42,23020.2,principal
SKU_1569_WHI,2025-05-01,102,7132.68,22429.8,principal
SKU_1569_PAS,2025-05-01,68,4755.12,14953.2,principal
SKU_1570_MEX,2025-05-01,89,20233.1,63626.1,principal
SKU_1570_HON,2025-05-01,0,0.0,0.0,principal
SKU_1571_WHI,2025-05-01,93,6745.5,23240.7,principal
SKU_1571_BIR,2025-05-01,121,8776.41,30237.9,principal
SKU_1572_BAL,2025-05-01,81,3304.48,11331.9,principal
SKU_1572_MAR,2025-05-01,0,0.0,0.0,principal
SKU_1573_MIN,2025-05-01,131,39513.28,134261.9,principal
SKU_1573_SAG,2025-05-01,0,0.0,0.0,principal
SKU_1574_GAR,2025-05-01,91,16348.63,55045.9,principal
SKU_1574_COB,2025-05-01,123,22097.6,74402.7,principal
SKU_1575_JAD,2025-05-01,78,25662.62,67462.2,principal
SKU_1575_AQU,2025-05-01,99,32571.79,85625.1,principal
SKU_1576_AQU,2025-05-01,109,8787.7,26694.1,principal
SKU_1576_BLU,2025-05-01,78,6288.44,19102.2,principal
SKU_1577_FLA,2025-05-01,8,406.79,1279.2,principal
SKU_1577_HUN,2025-05-01,81,4118.7,12951.9,principal
SKU_1578_PAS,2025-05-01,136,5591.92,16986.4,principal
SKU_1578_TEA,2025-05-01,9,370.05,1124.1,principal
SKU_1579_DEN,2025-05-01,113,8552.19,25978.7,principal
SKU_1579_SAG,2025-05-01,114,8627.87,26208.6,principal
SKU_1580_WHI,2025-05-01,75,4529.11,14242.5,principal
SKU_1580_MOS,2025-05-01,104,6280.37,19749.6,principal
SKU_1581_BIR,2025-05-01,117,27431.37,100023.3,principal
SKU_1581_COB,2025-05-01,109,25555.72,93184.1,principal
SKU_1582_WHI,2025-05-01,120,8087.74,27588.0,principal
SKU_1582_PAS,2025-05-01,90,6065.81,20691.0,principal
SKU_1583_WHI,2025-05-01,117,7971.77,29823.3,principal
SKU_1583_BLU,2025-05-01,95,6472.8,24215.5,principal
SKU_1584_AQU,2025-05-01,0,0.0,0.0,principal
SKU_1584_FLA,2025-05-01,78,4716.06,14422.2,principal
SKU_1585_COR,2025-05-01,79,9916.77,25272.1,principal
SKU_1585_BLA,2025-05-01,67,8410.43,21433.3,principal
SKU_1586_JAD,2025-05-01,87,10084.24,26526.3,principal
SKU_1586_EGR,2025-05-01,110,12750.19,33539.0,principal
SKU_1587_DEE,2025-05-01,0,0.0,0.0,principal
SKU_1587_LIG,2025-05-01,107,7822.58,24599.3,principal
SKU_1588_PAS,2025-05-01,93,14488.3,45560.7,principal
SKU_1588_CRE,2025-05-01,106,16513.55,51929.4,principal
SKU_1589_TUR,2025-05-01,87,19579.08,59151.3,principal
SKU_1589_CER,2025-05-01,68,15303.19,46233.2,principal
SKU_1590_MYS,2025-05-01,114,7126.72,21648.6,principal
SKU_1590_HOT,2025-05-01,104,6501.57,19749.6,principal
SKU_1591_HON,2025-05-01,0,0.0,0.0,principal
SKU_1591_MYS,2025-05-01,106,29996.75,94329.4,principal
SKU_1592_CER,2025-05-01,84,5606.85,17631.6,principal
SKU_1592_SAG,2025-05-01,104,6941.81,21829.6,principal
SKU_1593_LIG,2025-05-01,127,6091.16,18402.3,principal
SKU_1593_FUC,2025-05-01,105,5036.0,15214.5,principal
SKU_1594_BAL,2025-05-01,104,17114.98,51989.6,principal
SKU_1594_WHI,2025-05-01,85,13988.2,42491.5,principal
SKU_1595_FLA,2025-05-01,130,12904.7,38987.0,principal
SKU_1595_MYS,2025-05-01,61,6055.28,18293.9,principal
SKU_1596_BIR,2025-05-01,78,7058.77,21442.2,principal
SKU_1596_CER,2025-05-01,82,7420.76,22541.8,principal
SKU_1597_SHO,2025-05-01,107,18030.38,56699.3,principal
SKU_1597_FLA,2025-05-01,113,19041.43,59878.7,principal
SKU_1598_NAV,2025-05-01,118,18383.01,57808.2,principal
SKU_1598_DUS,2025-05-01,76,11839.9,37232.4,principal
SKU_1599_WHI,2025-05-01,85,13148.74,39941.5,principal
SKU_1599_CER,2025-05-01,85,13148.74,39941.5,principal
SKU_1600_LIG,2025-05-01,84,10920.09,33171.6,principal
SKU_1600_SHO,2025-05-01,0,0.0,0.0,principal
SKU_1601_EME,2025-05-01,116,28217.22,85248.4,principal
SKU_1601_AQU,2025-05-01,71,17270.88,52177.9,principal
SKU_1602_AQU,2025-05-01,100,6810.48,22990.0,principal
SKU_1602_PAS,2025-05-01,72,4903.54,16552.8,principal
SKU_1603_BUB,2025-05-01,77,15958.5,57357.3,principal
SKU_1603_PEA,2025-05-01,0,0.0,0.0,principal
SKU_1604_CLE,2025-05-01,120,19402.77,72588.0,principal
SKU_1604_SNO,2025-05-01,86,13905.32,52021.4,principal
SKU_1605_VAN,2025-05-01,0,0.0,0.0,principal
SKU_1605_COR,2025-05-01,85,5551.38,18691.5,principal
SKU_1606_COB,2025-05-01,78,30159.35,84622.2,principal
SKU_1606_SEA,2025-05-01,87,33639.28,94386.3,principal
SKU_1607_GAR,2025-05-01,88,8735.49,26391.2,principal
SKU_1607_MAR,2025-05-01,80,7941.35,23992.0,principal
SKU_1608_WHI,2025-05-01,0,0.0,0.0,principal
SKU_1608_MID,2025-05-01,108,10840.29,32929.2,principal
SKU_1609_LIM,2025-05-01,0,0.0,0.0,principal
SKU_1609_SAP,2025-05-01,73,6265.46,19702.7,principal
SKU_1610_PRI,2025-05-01,114,6939.08,21078.6,principal
SKU_1610_MEX,2025-05-01,100,6086.91,18490.0,principal
SKU_1611_MID,2025-05-01,86,6225.63,18911.4,principal
SKU_1611_BRI,2025-05-01,72,5212.16,15832.8,principal
SKU_1612_PAL,2025-05-01,126,12820.48,41567.4,principal
SKU_1612_SNO,2025-05-01,77,7834.74,25402.3,principal
SKU_1613_BIR,2025-05-01,116,6245.41,22028.4,principal
SKU_1613_AQU,2025-05-01,111,5976.21,21078.9,principal
SKU_1614_VAN,2025-05-01,101,12819.93,44934.9,principal
SKU_1614_IVO,2025-05-01,113,14343.09,50273.7,principal
SKU_1615_MOS,2025-05-01,89,13116.22,41376.1,principal
SKU_1615_SHO,2025-05-01,66,9726.64,30683.4,principal
SKU_1616_SER,2025-05-01,0,0.0,0.0,principal
SKU_1616_COR,2025-05-01,129,50293.48,132212.1,principal
SKU_1617_DEN,2025-05-01,0,0.0,0.0,principal
SKU_1617_MIN,2025-05-01,106,6644.97,17479.4,principal
SKU_1618_SAL,2025-05-01,99,5895.14,17810.1,principal
SKU_1618_SAP,2025-05-01,117,6966.99,21048.3,principal
SKU_1619_IVO,2025-05-01,131,8620.73,26186.9,principal
SKU_1619_PAS,2025-05-01,75,4935.53,14992.5,principal
SKU_1620_SAG,2025-05-01,91,7979.05,24105.9,principal
SKU_1620_BLU,2025-05-01,0,0.0,0.0,principal
SKU_1621_PAS,2025-05-01,131,10185.5,30771.9,principal
SKU_1621_FUC,2025-05-01,0,0.0,0.0,principal
SKU_1622_VAN,2025-05-01,84,6890.08,22671.6,principal
SKU_1622_CLO,2025-05-01,67,5495.66,18083.3,principal
SKU_1623_EGR,2025-05-01,0,0.0,0.0,principal
SKU_1623_SER,2025-05-01,84,21984.97,76851.6,principal
SKU_1624_PRI,2025-05-01,108,6671.55,22669.2,principal
SKU_1624_ARM,2025-05-01,120,7412.83,25188.0,principal
SKU_1625_GAR,2025-05-01,86,5585.98,17621.4,principal
SKU_1625_DUS,2025-05-01,124,8054.21,25407.6,principal
SKU_1626_BAB,2025-05-01,107,21975.44,57769.3,principal
SKU_1626_DEN,2025-05-01,88,18073.26,47511.2,principal
SKU_1627_BAB,2025-05-01,112,12230.05,36948.8,principal
SKU_1627_MOS,2025-05-01,90,9827.72,29691.0,principal
SKU_1628_PEA,2025-05-01,0,0.0,0.0,principal
SKU_1628_POW,2025-05-01,121,21904.28,66537.9,principal
SKU_1629_CLO,2025-05-01,87,7052.06,22176.3,principal
SKU_1629_ARM,2025-05-01,91,7376.3,23195.9,principal
SKU_1630_LIM,2025-05-01,0,0.0,0.0,principal
SKU_1630_SNO,2025-05-01,72,7981.34,24112.8,principal
SKU_1631_BAL,2025-05-01,91,5205.95,16370.9,principal
SKU_1631_SNO,2025-05-01,71,4061.78,12772.9,principal
SKU_1632_SAP,2025-05-01,118,7221.82,21818.2,principal
SKU_1632_SPA,2025-05-01,89,5446.97,16456.1,principal
SKU_1633_SER,2025-05-01,74,5527.67,17382.6,principal
SKU_1633_DEN,2025-05-01,106,7918.01,24899.4,principal
SKU_1634_NAV,2025-05-01,0,0.0,0.0,principal
SKU_1634_SAP,2025-05-01,0,0.0,0.0,principal
SKU_1635_TEA,2025-05-01,80,15388.66,48392.0,principal
SKU_1635_SAG,2025-05-01,102,19620.54,61699.8,principal
SKU_1636_LIG,2025-05-01,84,12164.47,36951.6,principal
SKU_1636_SHO,2025-05-01,98,14191.88,43110.2,principal
SKU_1637_BLU,2025-05-01,90,26327.54,82791.0,principal
SKU_1637_WHI,2025-05-01,70,20476.97,64393.0,principal
SKU_1638_PEA,2025-05-01,85,30811.5,96891.5,principal
SKU_1638_SAP,2025-05-01,63,22836.76,71813.7,principal
SKU_1639_FRE,2025-05-01,75,4529.11,14242.5,principal
SKU_1639_WHI,2025-05-01,105,6340.76,19939.5,principal
SKU_1640_IVO,2025-05-01,0,0.0,0.0,principal
SKU_1640_TEA,2025-05-01,80,5791.29,17592.0,principal
SKU_1641_MEX,2025-05-01,99,10228.5,32165.1,principal
SKU_1641_SER,2025-05-01,0,0.0,0.0,principal
SKU_1642_OFF,2025-05-01,115,8560.82,25863.5,principal
SKU_1642_SAL,2025-05-01,109,8114.17,24514.1,principal
SKU_1643_PAS,2025-05-01,105,7229.78,23614.5,principal
SKU_1643_EGR,2025-05-01,0,0.0,0.0,principal
SKU_1644_BAB,2025-05-01,115,10576.55,36788.5,principal
SKU_1644_PEA,2025-05-01,100,9197.0,31990.0,principal
SKU_1645_MYS,2025-05-01,106,12093.7,42389.4,principal
SKU_1645_MIN,2025-05-01,107,12207.79,42789.3,principal
SKU_1646_BLU,2025-05-01,75,4871.5,15367.5,principal
SKU_1646_CLE,2025-05-01,76,4936.45,15572.4,principal
SKU_1647_BLA,2025-05-01,107,11881.85,36369.3,principal
SKU_1647_ARM,2025-05-01,92,10216.17,31270.8,principal
SKU_1648_RAS,2025-05-01,78,19456.66,54592.2,principal
SKU_1648_FLA,2025-05-01,0,0.0,0.0,principal
SKU_1649_FLA,2025-05-01,107,8274.21,25134.3,principal
SKU_1649_GAR,2025-05-01,113,8738.19,26543.7,principal
SKU_1650_OLI,2025-05-01,96,30677.59,96470.4,principal
SKU_1650_EGR,2025-05-01,76,24286.42,76372.4,principal
SKU_1651_PAS,2025-05-01,0,0.0,0.0,principal
SKU_1651_SAL,2025-05-01,0,0.0,0.0,principal
SKU_1652_TEA,2025-05-01,115,7775.96,25288.5,principal
SKU_1652_MOS,2025-05-01,80,5409.36,17592.0,principal
SKU_1653_ROS,2025-05-01,122,14024.75,43907.8,principal
SKU_1653_BAB,2025-05-01,98,11265.78,35270.2,principal
SKU_1654_CRE,2025-05-01,73,6619.2,22622.7,principal
SKU_1654_NAV,2025-05-01,96,8704.7,29750.4,principal
SKU_1655_SNO,2025-05-01,120,25022.64,77388.0,principal
SKU_1655_TEA,2025-05-01,73,15222.1,47077.7,principal
SKU_1656_FUC,2025-05-01,1,84.93,234.9,principal
SKU_1656_SNO,2025-05-01,115,9766.81,27013.5,principal
SKU_1657_SPA,2025-05-01,98,7469.37,21060.2,principal
SKU_1657_EME,2025-05-01,68,5182.83,14613.2,principal
SKU_1658_BAB,2025-05-01,80,26815.97,70392.0,principal
SKU_1658_MYS,2025-05-01,83,27821.57,73031.7,principal
SKU_1659_MOS,2025-05-01,143,48511.59,146560.7,principal
SKU_1659_SNO,2025-05-01,116,39352.06,118888.4,principal
SKU_1660_NAV,2025-05-01,97,10055.51,30545.3,principal
SKU_1660_MAG,2025-05-01,108,11195.83,34009.2,principal
SKU_1661_WHI,2025-05-01,76,24901.92,75232.4,principal
SKU_1661_CER,2025-05-01,98,32110.38,97010.2,principal
SKU_1662_PIS,2025-05-01,109,6762.09,21789.1,principal
SKU_1662_LIG,2025-05-01,103,6389.87,20589.7,principal
SKU_1663_SNO,2025-05-01,91,23228.07,72335.9,principal
SKU_1663_FLA,2025-05-01,89,22717.56,70746.1,principal
SKU_1664_PIN,2025-05-01,128,12745.06,42227.2,principal
SKU_1664_MIN,2025-05-01,78,7766.52,25732.2,principal
SKU_1665_SAG,2025-05-01,0,0.0,0.0,principal
SKU_1665_RAS,2025-05-01,133,9841.69,33236.7,principal
SKU_1666_FUC,2025-05-01,118,33102.65,94388.2,principal
SKU_1666_PAS,2025-05-01,95,26650.44,75990.5,principal
SKU_1667_LIG,2025-05-01,77,5881.72,16162.3,principal
SKU_1667_MID,2025-05-01,114,8708.0,23928.6,principal
SKU_1668_DEN,2025-05-01,114,11933.59,30768.6,principal
SKU_1668_VAN,2025-05-01,0,0.0,0.0,principal
SKU_1669_COR,2025-05-01,68,5244.3,13593.2,principal
SKU_1669_TEA,2025-05-01,103,7943.57,20589.7,principal
SKU_1670_SAP,2025-05-01,131,6283.01,18981.9,principal
SKU_1670_PEA,2025-05-01,0,0.0,0.0,principal
SKU_1671_SEA,2025-05-01,82,8659.79,28691.8,principal
SKU_1671_MIN,2025-05-01,111,11722.4,38838.9,principal
SKU_1672_TEA,2025-05-01,79,7363.03,23297.1,principal
SKU_1672_FOR,2025-05-01,71,6617.4,20937.9,principal
SKU_1673_PEA,2025-05-01,121,16862.42,49597.9,principal
SKU_1673_FUC,2025-05-01,95,13239.09,38940.5,principal
SKU_1674_PAS,2025-05-01,108,9035.74,24829.2,principal
SKU_1674_WHI,2025-05-01,94,7864.44,21610.6,principal
SKU_1675_CRE,2025-05-01,84,21267.28,64251.6,principal
SKU_1675_DEN,2025-05-01,73,18482.28,55837.7,principal
SKU_1676_PIN,2025-05-01,89,4977.87,15121.1,principal
SKU_1676_NAV,2025-05-01,99,5537.18,16820.1,principal
SKU_1677_POW,2025-05-01,92,20331.7,52430.8,principal
SKU_1677_VAN,2025-05-01,105,23204.66,59839.5,principal
SKU_1678_LIG,2025-05-01,103,27163.1,73634.7,principal
SKU_1678_MAG,2025-05-01,104,27426.82,74349.6,principal
SKU_1679_SHO,2025-05-01,117,40302.92,107628.3,principal
SKU_1679_GAR,2025-05-01,0,0.0,0.0,principal
SKU_1680_NAV,2025-05-01,661,73273.11,221368.9,principal
SKU_1680_SEA,2025-05-01,697,77263.77,233425.3,principal
SKU_1681_OFF,2025-05-01,405,31318.28,95134.5,principal
SKU_1681_PIS,2025-05-01,236,18249.66,55436.4,principal
SKU_1682_OLI,2025-05-01,698,64138.96,163960.2,principal
SKU_1682_BIR,2025-05-01,675,62025.49,158557.5,principal
SKU_1683_PAL,2025-05-01,257,32109.52,80929.3,principal
SKU_1683_SHO,2025-05-01,288,35982.66,90691.2,principal
SKU_1684_HON,2025-05-01,648,39658.83,119815.2,principal
SKU_1684_SHO,2025-05-01,405,24786.77,74884.5,principal
SKU_1685_COB,2025-05-01,374,82310.63,248672.6,principal
SKU_1685_BIR,2025-05-01,48,10563.93,31915.2,principal
SKU_1686_MOS,2025-05-01,364,24524.12,78223.6,principal
SKU_1686_SKY,2025-05-01,235,15832.88,50501.5,principal
SKU_1687_FOR,2025-05-01,264,74557.72,237573.6,principal
SKU_1687_WHI,2025-05-01,771,217742.44,693822.9,principal
SKU_1688_WHI,2025-05-01,289,36564.16,124241.1,principal
SKU_1688_LIG,2025-05-01,463,58578.56,199043.7,principal
SKU_1689_MAG,2025-05-01,237,74778.79,228681.3,principal
SKU_1689_IVO,2025-05-01,251,79196.1,242189.9,principal
SKU_1690_MAG,2025-05-01,212,40793.12,114458.8,principal
SKU_1690_MYS,2025-05-01,632,121609.67,341216.8,principal
SKU_1691_HUN,2025-05-01,330,33666.3,102267.0,principal
SKU_1691_ROS,2025-05-01,401,40909.65,124269.9,principal
SKU_1692_OLI,2025-05-01,263,19142.95,57833.7,principal
SKU_1692_BLU,2025-05-01,234,17032.13,51456.6,principal
SKU_1693_MEX,2025-05-01,774,52494.15,158592.6,principal
SKU_1693_FLA,2025-05-01,389,26382.72,79706.1,principal
SKU_1694_PIS,2025-05-01,259,23995.55,72494.1,principal
SKU_1694_SER,2025-05-01,280,25941.13,78372.0,principal
SKU_1695_CRE,2025-05-01,246,16420.06,51635.4,principal
SKU_1695_LIM,2025-05-01,633,42251.61,132866.7,principal
SKU_1696_SER,2025-05-01,389,32337.69,108881.1,principal
SKU_1696_SHO,2025-05-01,451,37491.77,126234.9,principal
SKU_1697_PIS,2025-05-01,247,16454.28,54315.3,principal
SKU_1697_MIN,2025-05-01,426,28378.63,93677.4,principal
SKU_1698_PRI,2025-05-01,401,49554.2,168379.9,principal
SKU_1698_SNO,2025-05-01,62,7661.75,26033.8,principal
SKU_1699_CLO,2025-05-01,276,29774.13,91052.4,principal
SKU_1699_COB,2025-05-01,394,42503.66,129980.6,principal
SKU_1700_HUN,2025-05-01,674,185107.87,471732.6,principal
SKU_1700_PIS,2025-05-01,254,69758.75,177774.6,principal
SKU_1701_SPA,2025-05-01,259,33467.04,88034.1,principal
SKU_1701_BLU,2025-05-01,645,83344.57,219235.5,principal
SKU_1702_LIG,2025-05-01,429,88025.18,265937.1,principal
SKU_1702_COR,2025-05-01,457,93770.41,283294.3,principal
SKU_1703_PAS,2025-05-01,656,56303.3,177054.4,principal
SKU_1703_BLU,2025-05-01,759,65143.6,204854.1,principal
SKU_1704_BAB,2025-05-01,227,24175.09,76022.3,principal
SKU_1704_PEA,2025-05-01,381,40575.81,127596.9,principal
SKU_1705_SER,2025-05-01,670,90903.52,274633.0,principal
SKU_1705_JAD,2025-05-01,263,35683.02,107803.7,principal
SKU_1706_BLA,2025-05-01,720,43184.87,133128.0,principal
SKU_1706_JAD,2025-05-01,254,15234.66,46964.6,principal
SKU_1707_ARM,2025-05-01,676,51138.44,189212.4,principal
SKU_1707_SAP,2025-05-01,313,23678.0,87608.7,principal
SKU_1708_FLA,2025-05-01,693,37088.32,117740.7,principal
SKU_1708_FRE,2025-05-01,669,35803.88,113663.1,principal
SKU_1709_CRE,2025-05-01,713,44044.56,149658.7,principal
SKU_1709_MAR,2025-05-01,451,27859.88,94664.9,principal
SKU_1710_OLI,2025-05-01,403,96937.74,326389.7,principal
SKU_1710_MEX,2025-05-01,404,97178.28,327199.6,principal
SKU_1711_VAN,2025-05-01,672,254325.09,668572.8,principal
