Código (SKU),Descrição / Nome,Modelo / Referência,Divisão,Categoria,Subcategoria,Preço de Venda (R$),Custo (R$),Temporada,Coleção,Nível de Risco,Faixa de Preço,Cor (nome do fornecedor),Material Principal
SKU_1544_PEA,Shorts e Bermudas Short Alfaiataria SKU_1544_PEA,,Feminino,Shorts e Bermudas,Short Alfaiataria,199.9,63.57,,PV25,,,,
SKU_1545_HOT,Blusas Body SKU_1545_HOT,,Feminino,Blusas,Body,259.9,82.65,,PV25,,,,
SKU_1545_TEA,Blusas Body SKU_1545_TEA,,Feminino,Blusas,Body,259.9,82.65,,PV25,,,,
SKU_1546_IVO,T-shirts e Regatas Regata SKU_1546_IVO,,Feminino,T-shirts e Regatas,Regata,174.9,55.62,,PV25,,,,
SKU_1546_PAS,T-shirts e Regatas Regata SKU_1546_PAS,,Feminino,T-shirts e Regatas,Regata,174.9,55.62,,PV25,,,,
SKU_1547_FUC,Camisas Camisa Alfaiataria SKU_1547_FUC,,Feminino,Camisas,Camisa Alfaiataria,329.9,109.2,,PV25,,,,
SKU_1547_IVO,Camisas Camisa Alfaiataria SKU_1547_IVO,,Feminino,Camisas,Camisa Alfaiataria,329.9,109.2,,PV25,,,,
SKU_1548_CLO,Calças Calça Jeans SKU_1548_CLO,,Feminino,Calças,Calça Jeans,474.9,157.19,,PV25,,,,
SKU_1548_HOT,Calças Calça Jeans SKU_1548_HOT,,Feminino,Calças,Calça Jeans,474.9,157.19,,PV25,,,,
SKU_1549_BAL,Shorts e Bermudas Short Jeans SKU_1549_BAL,,Feminino,Shorts e Bermudas,Short Jeans,184.9,58.8,,PV25,,,,
SKU_1549_PAS,Shorts e Bermudas Short Jeans SKU_1549_PAS,,Feminino,Shorts e Bermudas,Short Jeans,184.9,58.8,,PV25,,,,
SKU_1550_IVO,Cintos Cinto de Couro SKU_1550_IVO,,Acessórios,Cintos,Cinto de Couro,164.9,54.29,,PV25,,,,
SKU_1550_PAL,Cintos Cinto de Couro SKU_1550_PAL,,Acessórios,Cintos,Cinto de Couro,164.9,54.29,,PV25,,,,
SKU_1551_DUS,Saias Saia Midi SKU_1551_DUS,,Feminino,Saias,Saia Midi,219.9,72.79,,PV25,,,,
SKU_1551_ROS,Saias Saia Midi SKU_1551_ROS,,Feminino,Saias,Saia Midi,219.9,72.79,,PV25,,,,
SKU_1552_CLE,Bolsas Bolsa Tiracolo SKU_1552_CLE,,Acessórios,Bolsas,Bolsa Tiracolo,659.9,217.24,,PV25,,,,
SKU_1552_SAP,Bolsas Bolsa Tiracolo SKU_1552_SAP,,Acessórios,Bolsas,Bolsa Tiracolo,659.9,217.24,,PV25,,,,
SKU_1553_DEN,Saias Saia Longa SKU_1553_DEN,,Feminino,Saias,Saia Longa,254.9,80.02,,PV25,,,,
SKU_1553_HOT,Saias Saia Longa SKU_1553_HOT,,Feminino,Saias,Saia Longa,254.9,80.02,,PV25,,,,
SKU_1554_PIS,Vestidos Vestido de Festa SKU_1554_PIS,,Feminino,Vestidos,Vestido de Festa,1034.9,298.14,,PV25,,,,
SKU_1554_SKY,Vestidos Vestido de Festa SKU_1554_SKY,,Feminino,Vestidos,Vestido de Festa,1034.9,298.14,,PV25,,,,
SKU_1555_FUC,Shorts e Bermudas Short Jeans SKU_1555_FUC,,Feminino,Shorts e Bermudas,Short Jeans,189.9,54.18,,PV25,,,,
SKU_1555_RAS,Shorts e Bermudas Short Jeans SKU_1555_RAS,,Feminino,Shorts e Bermudas,Short Jeans,189.9,54.18,,PV25,,,,
SKU_1556_HUN,Blusas Blusa Manga Curta SKU_1556_HUN,,Feminino,Blusas,Blusa Manga Curta,204.9,60.86,,PV25,,,,
SKU_1556_SAL,Blusas Blusa Manga Curta SKU_1556_SAL,,Feminino,Blusas,Blusa Manga Curta,204.9,60.86,,PV25,,,,
SKU_1557_SAG,Lenços Lenço Estampado SKU_1557_SAG,,Acessórios,Lenços,Lenço Estampado,199.9,71.9,,PV25,,,,
SKU_1557_TUR,Lenços Lenço Estampado SKU_1557_TUR,,Acessórios,Lenços,Lenço Estampado,199.9,71.9,,PV25,,,,
SKU_1558_CLE,Saias Saia Midi SKU_1558_CLE,,Feminino,Saias,Saia Midi,329.9,125.49,,PV25,,,,
SKU_1558_MEX,Saias Saia Midi SKU_1558_MEX,,Feminino,Saias,Saia Midi,329.9,125.49,,PV25,,,,
SKU_1559_BLU,Vestidos Vestido de Festa SKU_1559_BLU,,Feminino,Vestidos,Vestido de Festa,1199.9,463.28,,PV25,,,,
SKU_1559_SKY,Vestidos Vestido de Festa SKU_1559_SKY,,Feminino,Vestidos,Vestido de Festa,1199.9,463.28,,PV25,,,,
SKU_1560_CRE,Camisas Camisa Estampada SKU_1560_CRE,,Feminino,Camisas,Camisa Estampada,224.9,74.04,,PV25,,,,
SKU_1560_PAL,Camisas Camisa Estampada SKU_1560_PAL,,Feminino,Camisas,Camisa Estampada,224.9,74.04,,PV25,,,,
SKU_1561_LIM,Calças Calça Jeans SKU_1561_LIM,,Feminino,Calças,Calça Jeans,349.9,112.13,,PV25,,,,
SKU_1561_VAN,Calças Calça Jeans SKU_1561_VAN,,Feminino,Calças,Calça Jeans,349.9,112.13,,PV25,,,,
SKU_1562_BLU,Camisas Camisa Alfaiataria SKU_1562_BLU,,Feminino,Camisas,Camisa Alfaiataria,309.9,96.47,,PV25,,,,
SKU_1562_CLO,Camisas Camisa Alfaiataria SKU_1562_CLO,,Feminino,Camisas,Camisa Alfaiataria,309.9,96.47,,PV25,,,,
SKU_1563_MEX,T-shirts e Regatas T-shirt Estampada SKU_1563_MEX,,Feminino,T-shirts e Regatas,T-shirt Estampada,149.9,40.07,,PV25,,,,
SKU_1563_WHI,T-shirts e Regatas T-shirt Estampada SKU_1563_WHI,,Feminino,T-shirts e Regatas,T-shirt Estampada,149.9,40.07,,PV25,,,,
SKU_1564_BLA,Vestidos Vestido Midi SKU_1564_BLA,,Feminino,Vestidos,Vestido Midi,589.9,187.0,,PV25,,,,
SKU_1564_NAV,Vestidos Vestido Midi SKU_1564_NAV,,Feminino,Vestidos,Vestido Midi,589.9,187.0,,PV25,,,,
SKU_1565_BAB,Calças Calça Jeans SKU_1565_BAB,,Feminino,Calças,Calça Jeans,359.9,141.22,,PV25,,,,
SKU_1565_LIG,Calças Calça Jeans SKU_1565_LIG,,Feminino,Calças,Calça Jeans,359.9,141.22,,PV25,,,,
SKU_1566_PEA,Vestidos Vestido de Festa SKU_1566_PEA,,Feminino,Vestidos,Vestido de Festa,1034.9,393.43,,PV25,,,,
SKU_1566_POW,Vestidos Vestido de Festa SKU_1566_POW,,Feminino,Vestidos,Vestido de Festa,1034.9,393.43,,PV25,,,,
SKU_1567_POW,Bolsas Bolsa Tiracolo SKU_1567_POW,,Acessórios,Bolsas,Bolsa Tiracolo,689.9,227.12,,PV25,,,,
SKU_1567_PRI,Bolsas Bolsa Tiracolo SKU_1567_PRI,,Acessórios,Bolsas,Bolsa Tiracolo,689.9,227.12,,PV25,,,,
SKU_1568_FRE,Camisas Camisa Alfaiataria SKU_1568_FRE,,Feminino,Camisas,Camisa Alfaiataria,234.9,74.7,,PV25,,,,
SKU_1568_PIN,Camisas Camisa Alfaiataria SKU_1568_PIN,,Feminino,Camisas,Camisa Alfaiataria,234.9,74.7,,PV25,,,,
SKU_1569_PAS,Blusas Blusa Cropped SKU_1569_PAS,,Feminino,Blusas,Blusa Cropped,219.9,69.93,,PV25,,,,
SKU_1569_WHI,Blusas Blusa Cropped SKU_1569_WHI,,Feminino,Blusas,Blusa Cropped,219.9,69.93,,PV25,,,,
SKU_1570_HON,Vestidos Vestido Longo SKU_1570_HON,,Feminino,Vestidos,Vestido Longo,714.9,227.34,,PV25,,,,
SKU_1570_MEX,Vestidos Vestido Longo SKU_1570_MEX,,Feminino,Vestidos,Vestido Longo,714.9,227.34,,PV25,,,,
SKU_1571_BIR,Camisas Camisa Alfaiataria SKU_1571_BIR,,Feminino,Camisas,Camisa Alfaiataria,249.9,72.53,,PV25,,,,
SKU_1571_WHI,Camisas Camisa Alfaiataria SKU_1571_WHI,,Feminino,Camisas,Camisa Alfaiataria,249.9,72.53,,PV25,,,,
SKU_1572_BAL,T-shirts e Regatas T-shirt Estampada SKU_1572_BAL,,Feminino,T-shirts e Regatas,T-shirt Estampada,139.9,40.8,,PV25,,,,
SKU_1572_MAR,T-shirts e Regatas T-shirt Estampada SKU_1572_MAR,,Feminino,T-shirts e Regatas,T-shirt Estampada,139.9,40.8,,PV25,,,,
SKU_1573_MIN,Vestidos Vestido de Festa SKU_1573_MIN,,Feminino,Vestidos,Vestido de Festa,1024.9,301.63,,PV25,,,,
SKU_1573_SAG,Vestidos Vestido de Festa SKU_1573_SAG,,Feminino,Vestidos,Vestido de Festa,1024.9,301.63,,PV25,,,,
SKU_1574_COB,Vestidos Vestido Longo SKU_1574_COB,,Feminino,Vestidos,Vestido Longo,604.9,179.66,,PV25,,,,
SKU_1574_GAR,Vestidos Vestido Longo SKU_1574_GAR,,Feminino,Vestidos,Vestido Longo,604.9,179.66,,PV25,,,,
SKU_1575_AQU,Vestidos Vestido Longo SKU_1575_AQU,,Feminino,Vestidos,Vestido Longo,864.9,329.01,,PV25,,,,
SKU_1575_JAD,Vestidos Vestido Longo SKU_1575_JAD,,Feminino,Vestidos,Vestido Longo,864.9,329.01,,PV25,,,,
SKU_1576_AQU,Lenços Lenço Estampado SKU_1576_AQU,,Acessórios,Lenços,Lenço Estampado,244.9,80.62,,PV25,,,,
SKU_1576_BLU,Lenços Lenço Estampado SKU_1576_BLU,,Acessórios,Lenços,Lenço Estampado,244.9,80.62,,PV25,,,,
SKU_1577_FLA,T-shirts e Regatas T-shirt Básica SKU_1577_FLA,,Feminino,T-shirts e Regatas,T-shirt Básica,159.9,50.85,,PV25,,,,
SKU_1577_HUN,T-shirts e Regatas T-shirt Básica SKU_1577_HUN,,Feminino,T-shirts e Regatas,T-shirt Básica,159.9,50.85,,PV25,,,,
SKU_1578_PAS,T-shirts e Regatas T-shirt Básica SKU_1578_PAS,,Feminino,T-shirts e Regatas,T-shirt Básica,124.9,41.12,,PV25,,,,
SKU_1578_TEA,T-shirts e Regatas T-shirt Básica SKU_1578_TEA,,Feminino,T-shirts e Regatas,T-shirt Básica,124.9,41.12,,PV25,,,,
SKU_1579_DEN,Blusas Blusa Manga Curta SKU_1579_DEN,,Feminino,Blusas,Blusa Manga Curta,229.9,75.68,,PV25,,,,
SKU_1579_SAG,Blusas Blusa Manga Curta SKU_1579_SAG,,Feminino,Blusas,Blusa Manga Curta,229.9,75.68,,PV25,,,,
SKU_1580_MOS,Saias Saia Curta SKU_1580_MOS,,Feminino,Saias,Saia Curta,189.9,60.39,,PV25,,,,
SKU_1580_WHI,Saias Saia Curta SKU_1580_WHI,,Feminino,Saias,Saia Curta,189.9,60.39,,PV25,,,,
SKU_1581_BIR,Vestidos Vestido Longo SKU_1581_BIR,,Feminino,Vestidos,Vestido Longo,854.9,234.46,,PV25,,,,
SKU_1581_COB,Vestidos Vestido Longo SKU_1581_COB,,Feminino,Vestidos,Vestido Longo,854.9,234.46,,PV25,,,,
SKU_1582_PAS,Blusas Blusa Cropped SKU_1582_PAS,,Feminino,Blusas,Blusa Cropped,229.9,67.4,,PV25,,,,
SKU_1582_WHI,Blusas Blusa Cropped SKU_1582_WHI,,Feminino,Blusas,Blusa Cropped,229.9,67.4,,PV25,,,,
SKU_1583_BLU,Blusas Body SKU_1583_BLU,,Feminino,Blusas,Body,254.9,68.13,,PV25,,,,
SKU_1583_WHI,Blusas Body SKU_1583_WHI,,Feminino,Blusas,Body,254.9,68.13,,PV25,,,,
SKU_1584_AQU,Cintos Cinto de Couro SKU_1584_AQU,,Acessórios,Cintos,Cinto de Couro,184.9,60.46,,PV25,,,,
SKU_1584_FLA,Cintos Cinto de Couro SKU_1584_FLA,,Acessórios,Cintos,Cinto de Couro,184.9,60.46,,PV25,,,,
SKU_1585_BLA,Calças Calça Pantalona SKU_1585_BLA,,Feminino,Calças,Calça Pantalona,319.9,125.53,,PV25,,,,
SKU_1585_COR,Calças Calça Pantalona SKU_1585_COR,,Feminino,Calças,Calça Pantalona,319.9,125.53,,PV25,,,,
SKU_1586_EGR,Calças Calça Jeans SKU_1586_EGR,,Feminino,Calças,Calça Jeans,304.9,115.91,,PV25,,,,
SKU_1586_JAD,Calças Calça Jeans SKU_1586_JAD,,Feminino,Calças,Calça Jeans,304.9,115.91,,PV25,,,,
SKU_1587_DEE,Shorts e Bermudas Short Jeans SKU_1587_DEE,,Feminino,Shorts e Bermudas,Short Jeans,229.9,73.11,,PV25,,,,
SKU_1587_LIG,Shorts e Bermudas Short Jeans SKU_1587_LIG,,Feminino,Shorts e Bermudas,Short Jeans,229.9,73.11,,PV25,,,,
SKU_1588_CRE,Bolsas Bolsa Tiracolo SKU_1588_CRE,,Acessórios,Bolsas,Bolsa Tiracolo,489.9,155.79,,PV25,,,,
SKU_1588_PAS,Bolsas Bolsa Tiracolo SKU_1588_PAS,,Acessórios,Bolsas,Bolsa Tiracolo,489.9,155.79,,PV25,,,,
SKU_1589_CER,Bolsas Bolsa Tiracolo SKU_1589_CER,,Acessórios,Bolsas,Bolsa Tiracolo,679.9,225.05,,PV25,,,,
SKU_1589_TUR,Bolsas Bolsa Tiracolo SKU_1589_TUR,,Acessórios,Bolsas,Bolsa Tiracolo,679.9,225.05,,PV25,,,,
SKU_1590_HOT,Shorts e Bermudas Short Jeans SKU_1590_HOT,,Feminino,Shorts e Bermudas,Short Jeans,189.9,62.52,,PV25,,,,
SKU_1590_MYS,Shorts e Bermudas Short Jeans SKU_1590_MYS,,Feminino,Shorts e Bermudas,Short Jeans,189.9,62.52,,PV25,,,,
SKU_1591_HON,Vestidos Vestido Longo SKU_1591_HON,,Feminino,Vestidos,Vestido Longo,889.9,282.99,,PV25,,,,
SKU_1591_MYS,Vestidos Vestido Longo SKU_1591_MYS,,Feminino,Vestidos,Vestido Longo,889.9,282.99,,PV25,,,,
SKU_1592_CER,Saias Saia Curta SKU_1592_CER,,Feminino,Saias,Saia Curta,209.9,66.75,,PV25,,,,
SKU_1592_SAG,Saias Saia Curta SKU_1592_SAG,,Feminino,Saias,Saia Curta,209.9,66.75,,PV25,,,,
SKU_1593_FUC,T-shirts e Regatas T-shirt Básica SKU_1593_FUC,,Feminino,T-shirts e Regatas,T-shirt Básica,144.9,47.96,,PV25,,,,
SKU_1593_LIG,T-shirts e Regatas T-shirt Básica SKU_1593_LIG,,Feminino,T-shirts e Regatas,T-shirt Básica,144.9,47.96,,PV25,,,,
SKU_1594_BAL,Bolsas Bolsa Tiracolo SKU_1594_BAL,,Acessórios,Bolsas,Bolsa Tiracolo,499.9,164.57,,PV25,,,,
SKU_1594_WHI,Bolsas Bolsa Tiracolo SKU_1594_WHI,,Acessórios,Bolsas,Bolsa Tiracolo,499.9,164.57,,PV25,,,,
SKU_1595_FLA,Shorts e Bermudas Short Alfaiataria SKU_1595_FLA,,Feminino,Shorts e Bermudas,Short Alfaiataria,299.9,99.27,,PV25,,,,
SKU_1595_MYS,Shorts e Bermudas Short Alfaiataria SKU_1595_MYS,,Feminino,Shorts e Bermudas,Short Alfaiataria,299.9,99.27,,PV25,,,,
SKU_1596_BIR,Cintos Cinto de Couro SKU_1596_BIR,,Acessórios,Cintos,Cinto de Couro,274.9,90.5,,PV25,,,,
SKU_1596_CER,Cintos Cinto de Couro SKU_1596_CER,,Acessórios,Cintos,Cinto de Couro,274.9,90.5,,PV25,,,,
SKU_1597_FLA,Vestidos Vestido Midi SKU_1597_FLA,,Feminino,Vestidos,Vestido Midi,529.9,168.51,,PV25,,,,
SKU_1597_SHO,Vestidos Vestido Midi SKU_1597_SHO,,Feminino,Vestidos,Vestido Midi,529.9,168.51,,PV25,,,,
SKU_1598_DUS,Bolsas Bolsa Tiracolo SKU_1598_DUS,,Acessórios,Bolsas,Bolsa Tiracolo,489.9,155.79,,PV25,,,,
SKU_1598_NAV,Bolsas Bolsa Tiracolo SKU_1598_NAV,,Acessórios,Bolsas,Bolsa Tiracolo,489.9,155.79,,PV25,,,,
SKU_1599_CER,Bolsas Bolsa Tiracolo SKU_1599_CER,,Acessórios,Bolsas,Bolsa Tiracolo,469.9,154.69,,PV25,,,,
SKU_1599_WHI,Bolsas Bolsa Tiracolo SKU_1599_WHI,,Acessórios,Bolsas,Bolsa Tiracolo,469.9,154.69,,PV25,,,,
SKU_1600_LIG,Calças Calça Jeans SKU_1600_LIG,,Feminino,Calças,Calça Jeans,394.9,130.0,,PV25,,,,
SKU_1600_SHO,Calças Calça Jeans SKU_1600_SHO,,Feminino,Calças,Calça Jeans,394.9,130.0,,PV25,,,,
SKU_1601_AQU,Vestidos Vestido Longo SKU_1601_AQU,,Feminino,Vestidos,Vestido Longo,734.9,243.25,,PV25,,,,
SKU_1601_EME,Vestidos Vestido Longo SKU_1601_EME,,Feminino,Vestidos,Vestido Longo,734.9,243.25,,PV25,,,,
SKU_1602_AQU,Lenços Lenço Estampado SKU_1602_AQU,,Acessórios,Lenços,Lenço Estampado,229.9,68.1,,PV25,,,,
SKU_1602_PAS,Lenços Lenço Estampado SKU_1602_PAS,,Acessórios,Lenços,Lenço Estampado,229.9,68.1,,PV25,,,,
SKU_1603_BUB,Vestidos Vestido Longo SKU_1603_BUB,,Feminino,Vestidos,Vestido Longo,744.9,207.25,,PV25,,,,
SKU_1603_PEA,Vestidos Vestido Longo SKU_1603_PEA,,Feminino,Vestidos,Vestido Longo,744.9,207.25,,PV25,,,,
SKU_1604_CLE,Bolsas Bolsa Tote SKU_1604_CLE,,Acessórios,Bolsas,Bolsa Tote,604.9,161.69,,PV25,,,,
SKU_1604_SNO,Bolsas Bolsa Tote SKU_1604_SNO,,Acessórios,Bolsas,Bolsa Tote,604.9,161.69,,PV25,,,,
SKU_1605_COR,Shorts e Bermudas Short Alfaiataria SKU_1605_COR,,Feminino,Shorts e Bermudas,Short Alfaiataria,219.9,65.31,,PV25,,,,
SKU_1605_VAN,Shorts e Bermudas Short Alfaiataria SKU_1605_VAN,,Feminino,Shorts e Bermudas,Short Alfaiataria,219.9,65.31,,PV25,,,,
SKU_1606_COB,Vestidos Vestido Longo SKU_1606_COB,,Feminino,Vestidos,Vestido Longo,1084.9,386.66,,PV25,,,,
SKU_1606_SEA,Vestidos Vestido Longo SKU_1606_SEA,,Feminino,Vestidos,Vestido Longo,1084.9,386.66,,PV25,,,,
SKU_1607_GAR,Calças Calça Jeans SKU_1607_GAR,,Feminino,Calças,Calça Jeans,299.9,99.27,,PV25,,,,
SKU_1607_MAR,Calças Calça Jeans SKU_1607_MAR,,Feminino,Calças,Calça Jeans,299.9,99.27,,PV25,,,,
SKU_1608_MID,Saias Saia Longa SKU_1608_MID,,Feminino,Saias,Saia Longa,304.9,100.37,,PV25,,,,
SKU_1608_WHI,Saias Saia Longa SKU_1608_WHI,,Feminino,Saias,Saia Longa,304.9,100.37,,PV25,,,,
SKU_1609_LIM,Camisas Camisa Estampada SKU_1609_LIM,,Feminino,Camisas,Camisa Estampada,269.9,85.83,,PV25,,,,
SKU_1609_SAP,Camisas Camisa Estampada SKU_1609_SAP,,Feminino,Camisas,Camisa Estampada,269.9,85.83,,PV25,,,,
SKU_1610_MEX,Blusas Blusa Manga Curta SKU_1610_MEX,,Feminino,Blusas,Blusa Manga Curta,184.9,60.87,,PV25,,,,
SKU_1610_PRI,Blusas Blusa Manga Curta SKU_1610_PRI,,Feminino,Blusas,Blusa Manga Curta,184.9,60.87,,PV25,,,,
SKU_1611_BRI,Blusas Blusa Manga Curta SKU_1611_BRI,,Feminino,Blusas,Blusa Manga Curta,219.9,72.39,,PV25,,,,
SKU_1611_MID,Blusas Blusa Manga Curta SKU_1611_MID,,Feminino,Blusas,Blusa Manga Curta,219.9,72.39,,PV25,,,,
SKU_1612_PAL,Camisas Camisa Alfaiataria SKU_1612_PAL,,Feminino,Camisas,Camisa Alfaiataria,329.9,101.75,,PV25,,,,
SKU_1612_SNO,Camisas Camisa Alfaiataria SKU_1612_SNO,,Feminino,Camisas,Camisa Alfaiataria,329.9,101.75,,PV25,,,,
SKU_1613_AQU,Shorts e Bermudas Bermuda SKU_1613_AQU,,Feminino,Shorts e Bermudas,Bermuda,189.9,53.84,,PV25,,,,
SKU_1613_BIR,Shorts e Bermudas Bermuda SKU_1613_BIR,,Feminino,Shorts e Bermudas,Bermuda,189.9,53.84,,PV25,,,,
SKU_1614_IVO,Vestidos Vestido Curto SKU_1614_IVO,,Feminino,Vestidos,Vestido Curto,444.9,126.93,,PV25,,,,
SKU_1614_VAN,Vestidos Vestido Curto SKU_1614_VAN,,Feminino,Vestidos,Vestido Curto,444.9,126.93,,PV25,,,,
SKU_1615_MOS,Vestidos Vestido Midi SKU_1615_MOS,,Feminino,Vestidos,Vestido Midi,464.9,147.37,,PV25,,,,
SKU_1615_SHO,Vestidos Vestido Midi SKU_1615_SHO,,Feminino,Vestidos,Vestido Midi,464.9,147.37,,PV25,,,,
SKU_1616_COR,Vestidos Vestido de Festa SKU_1616_COR,,Feminino,Vestidos,Vestido de Festa,1024.9,389.87,,PV25,,,,
SKU_1616_SER,Vestidos Vestido de Festa SKU_1616_SER,,Feminino,Vestidos,Vestido de Festa,1024.9,389.87,,PV25,,,,
SKU_1617_DEN,Blusas Blusa Manga Curta SKU_1617_DEN,,Feminino,Blusas,Blusa Manga Curta,164.9,62.69,,PV25,,,,
SKU_1617_MIN,Blusas Blusa Manga Curta SKU_1617_MIN,,Feminino,Blusas,Blusa Manga Curta,164.9,62.69,,PV25,,,,
SKU_1618_SAL,Bijoux Colar SKU_1618_SAL,,Acessórios,Bijoux,Colar,179.9,59.55,,PV25,,,,
SKU_1618_SAP,Bijoux Colar SKU_1618_SAP,,Acessórios,Bijoux,Colar,179.9,59.55,,PV25,,,,
SKU_1619_IVO,Bijoux Brinco SKU_1619_IVO,,Acessórios,Bijoux,Brinco,199.9,65.81,,PV25,,,,
SKU_1619_PAS,Bijoux Brinco SKU_1619_PAS,,Acessórios,Bijoux,Brinco,199.9,65.81,,PV25,,,,
SKU_1620_BLU,Blusas Body SKU_1620_BLU,,Feminino,Blusas,Body,264.9,87.68,,PV25,,,,
SKU_1620_SAG,Blusas Body SKU_1620_SAG,,Feminino,Blusas,Body,264.9,87.68,,PV25,,,,
SKU_1621_FUC,Blusas Blusa Cropped SKU_1621_FUC,,Feminino,Blusas,Blusa Cropped,234.9,77.75,,PV25,,,,
SKU_1621_PAS,Blusas Blusa Cropped SKU_1621_PAS,,Feminino,Blusas,Blusa Cropped,234.9,77.75,,PV25,,,,
SKU_1622_CLO,Blusas Blusa Manga Curta SKU_1622_CLO,,Feminino,Blusas,Blusa Manga Curta,269.9,82.02,,PV25,,,,
SKU_1622_VAN,Blusas Blusa Manga Curta SKU_1622_VAN,,Feminino,Blusas,Blusa Manga Curta,269.9,82.02,,PV25,,,,
SKU_1623_EGR,Vestidos Vestido de Festa SKU_1623_EGR,,Feminino,Vestidos,Vestido de Festa,914.9,261.73,,PV25,,,,
SKU_1623_SER,Vestidos Vestido de Festa SKU_1623_SER,,Feminino,Vestidos,Vestido de Festa,914.9,261.73,,PV25,,,,
SKU_1624_ARM,Blusas Blusa Manga Curta SKU_1624_ARM,,Feminino,Blusas,Blusa Manga Curta,209.9,61.77,,PV25,,,,
SKU_1624_PRI,Blusas Blusa Manga Curta SKU_1624_PRI,,Feminino,Blusas,Blusa Manga Curta,209.9,61.77,,PV25,,,,
SKU_1625_DUS,Cintos Cinto de Couro SKU_1625_DUS,,Acessórios,Cintos,Cinto de Couro,204.9,64.95,,PV25,,,,
SKU_1625_GAR,Cintos Cinto de Couro SKU_1625_GAR,,Acessórios,Cintos,Cinto de Couro,204.9,64.95,,PV25,,,,
SKU_1626_BAB,Vestidos Vestido Midi SKU_1626_BAB,,Feminino,Vestidos,Vestido Midi,539.9,205.38,,PV25,,,,
SKU_1626_DEN,Vestidos Vestido Midi SKU_1626_DEN,,Feminino,Vestidos,Vestido Midi,539.9,205.38,,PV25,,,,
SKU_1627_BAB,Calças Calça Jeans SKU_1627_BAB,,Feminino,Calças,Calça Jeans,329.9,109.2,,PV25,,,,
SKU_1627_MOS,Calças Calça Jeans SKU_1627_MOS,,Feminino,Calças,Calça Jeans,329.9,109.2,,PV25,,,,
SKU_1628_PEA,Bolsas Bolsa Tiracolo SKU_1628_PEA,,Acessórios,Bolsas,Bolsa Tiracolo,549.9,181.03,,PV25,,,,
SKU_1628_POW,Bolsas Bolsa Tiracolo SKU_1628_POW,,Acessórios,Bolsas,Bolsa Tiracolo,549.9,181.03,,PV25,,,,
SKU_1629_ARM,Blusas Blusa Manga Curta SKU_1629_ARM,,Feminino,Blusas,Blusa Manga Curta,254.9,81.06,,PV25,,,,
SKU_1629_CLO,Blusas Blusa Manga Curta SKU_1629_CLO,,Feminino,Blusas,Blusa Manga Curta,254.9,81.06,,PV25,,,,
SKU_1630_LIM,Camisas Camisa Alfaiataria SKU_1630_LIM,,Feminino,Camisas,Camisa Alfaiataria,334.9,110.85,,PV25,,,,
SKU_1630_SNO,Camisas Camisa Alfaiataria SKU_1630_SNO,,Feminino,Camisas,Camisa Alfaiataria,334.9,110.85,,PV25,,,,
SKU_1631_BAL,Blusas Blusa Manga Curta SKU_1631_BAL,,Feminino,Blusas,Blusa Manga Curta,179.9,57.21,,PV25,,,,
SKU_1631_SNO,Blusas Blusa Manga Curta SKU_1631_SNO,,Feminino,Blusas,Blusa Manga Curta,179.9,57.21,,PV25,,,,
SKU_1632_SAP,Shorts e Bermudas Short Alfaiataria SKU_1632_SAP,,Feminino,Shorts e Bermudas,Short Alfaiataria,184.9,61.2,,PV25,,,,
SKU_1632_SPA,Shorts e Bermudas Short Alfaiataria SKU_1632_SPA,,Feminino,Shorts e Bermudas,Short Alfaiataria,184.9,61.2,,PV25,,,,
SKU_1633_DEN,Blusas Blusa Manga Curta SKU_1633_DEN,,Feminino,Blusas,Blusa Manga Curta,234.9,74.7,,PV25,,,,
SKU_1633_SER,Blusas Blusa Manga Curta SKU_1633_SER,,Feminino,Blusas,Blusa Manga Curta,234.9,74.7,,PV25,,,,
SKU_1634_NAV,Vestidos Vestido Longo SKU_1634_NAV,,Feminino,Vestidos,Vestido Longo,979.9,324.35,,PV25,,,,
SKU_1634_SAP,Vestidos Vestido Longo SKU_1634_SAP,,Feminino,Vestidos,Vestido Longo,979.9,324.35,,PV25,,,,
SKU_1635_SAG,Vestidos Vestido Midi SKU_1635_SAG,,Feminino,Vestidos,Vestido Midi,604.9,192.36,,PV25,,,,
SKU_1635_TEA,Vestidos Vestido Midi SKU_1635_TEA,,Feminino,Vestidos,Vestido Midi,604.9,192.36,,PV25,,,,
SKU_1636_LIG,Vestidos Vestido Curto SKU_1636_LIG,,Feminino,Vestidos,Vestido Curto,439.9,144.82,,PV25,,,,
SKU_1636_SHO,Vestidos Vestido Curto SKU_1636_SHO,,Feminino,Vestidos,Vestido Curto,439.9,144.82,,PV25,,,,
SKU_1637_BLU,Vestidos Vestido Longo SKU_1637_BLU,,Feminino,Vestidos,Vestido Longo,919.9,292.53,,PV25,,,,
SKU_1637_WHI,Vestidos Vestido Longo SKU_1637_WHI,,Feminino,Vestidos,Vestido Longo,919.9,292.53,,PV25,,,,
SKU_1638_PEA,Vestidos Vestido de Festa SKU_1638_PEA,,Feminino,Vestidos,Vestido de Festa,1139.9,362.49,,PV25,,,,
SKU_1638_SAP,Vestidos Vestido de Festa SKU_1638_SAP,,Feminino,Vestidos,Vestido de Festa,1139.9,362.49,,PV25,,,,
SKU_1639_FRE,Blusas Blusa Manga Curta SKU_1639_FRE,,Feminino,Blusas,Blusa Manga Curta,189.9,60.39,,PV25,,,,
