Número do Pedido,Código (SKU),Data do Pedido,Quantidade Pedida,Custo Unitário (R$),Fornecedor,Previsão de Entrega,Data de Entrega Real,Status
PED_SKU_1473_BLU_0,SKU_1473_BLU,2024-06-17,98,48.09,,2024-08-01,,Entregue
PED_SKU_1473_BLU_1,SKU_1473_BLU,2024-08-16,98,48.09,,2024-09-30,,Entregue
PED_SKU_1473_BLU_2,SKU_1473_BLU,2024-10-15,98,48.09,,2024-11-29,,Entregue
PED_SKU_1473_BLU_3,SKU_1473_BLU,2024-12-14,98,48.09,,2025-01-28,,Entregue
PED_SKU_1473_BAB_0,SKU_1473_BAB,2024-06-17,208,48.09,,2024-08-01,,Entregue
PED_SKU_1473_BAB_1,SKU_1473_BAB,2024-08-16,208,48.09,,2024-09-30,,Entregue
PED_SKU_1474_BRI_0,SKU_1474_BRI,2024-06-17,104,346.59,,2024-08-01,,Entregue
PED_SKU_1474_BRI_1,SKU_1474_BRI,2024-08-16,104,346.59,,2024-09-30,,Cancelado
PED_SKU_1474_BRI_2,SKU_1474_BRI,2024-10-15,104,346.59,,2024-11-29,,Entregue
PED_SKU_1474_BRI_3,SKU_1474_BRI,2024-12-14,104,346.59,,2025-01-28,,Entregue
PED_SKU_1474_DEN_0,SKU_1474_DEN,2024-06-17,135,346.59,,2024-08-01,,Entregue
PED_SKU_1474_DEN_1,SKU_1474_DEN,2024-08-16,135,346.59,,2024-09-30,,Entregue
PED_SKU_1474_DEN_2,SKU_1474_DEN,2024-10-15,135,346.59,,2024-11-29,,Entregue
PED_SKU_1475_VAN_0,SKU_1475_VAN,2024-06-17,138,95.06,,2024-08-01,,Entregue
PED_SKU_1475_VAN_1,SKU_1475_VAN,2024-08-16,138,95.06,,2024-09-30,,Entregue
PED_SKU_1475_VAN_2,SKU_1475_VAN,2024-10-15,138,95.06,,2024-11-29,,Entregue
PED_SKU_1475_MIN_0,SKU_1475_MIN,2024-06-17,132,95.06,,2024-08-01,,Entregue
PED_SKU_1475_MIN_1,SKU_1475_MIN,2024-08-16,132,95.06,,2024-09-30,,Entregue
PED_SKU_1475_MIN_2,SKU_1475_MIN,2024-10-15,132,95.06,,2024-11-29,,Entregue
PED_SKU_1476_WHI_0,SKU_1476_WHI,2024-06-17,145,90.5,,2024-08-01,,Entregue
PED_SKU_1476_WHI_1,SKU_1476_WHI,2024-08-16,145,90.5,,2024-09-30,,Entregue
PED_SKU_1476_WHI_2,SKU_1476_WHI,2024-10-15,145,90.5,,2024-11-29,,Entregue
PED_SKU_1476_CLO_0,SKU_1476_CLO,2024-06-17,94,90.5,,2024-08-01,,Entregue
PED_SKU_1476_CLO_1,SKU_1476_CLO,2024-08-16,94,90.5,,2024-09-30,,Entregue
PED_SKU_1476_CLO_2,SKU_1476_CLO,2024-10-15,94,90.5,,2024-11-29,,Entregue
PED_SKU_1476_CLO_3,SKU_1476_CLO,2024-12-14,94,90.5,,2025-01-28,,Entregue
PED_SKU_1477_CLE_0,SKU_1477_CLE,2024-06-17,199,74.44,,2024-08-01,,Entregue
PED_SKU_1477_CLE_1,SKU_1477_CLE,2024-08-16,199,74.44,,2024-09-30,,Entregue
PED_SKU_1477_EME_0,SKU_1477_EME,2024-06-17,207,74.44,,2024-08-01,,Entregue
PED_SKU_1477_EME_1,SKU_1477_EME,2024-08-16,207,74.44,,2024-09-30,,Entregue
PED_SKU_1478_TEA_0,SKU_1478_TEA,2024-06-17,221,64.16,,2024-08-01,,Entregue
PED_SKU_1478_TEA_1,SKU_1478_TEA,2024-08-16,221,64.16,,2024-09-30,,Entregue
PED_SKU_1478_COB_0,SKU_1478_COB,2024-06-17,113,64.16,,2024-08-01,,Entregue
PED_SKU_1478_COB_1,SKU_1478_COB,2024-08-16,113,64.16,,2024-09-30,,Entregue
PED_SKU_1478_COB_2,SKU_1478_COB,2024-10-15,113,64.16,,2024-11-29,,Entregue
PED_SKU_1478_COB_3,SKU_1478_COB,2024-12-14,113,64.16,,2025-01-28,,Entregue
PED_SKU_1479_MIN_0,SKU_1479_MIN,2024-06-17,97,183.67,,2024-08-01,,Entregue
PED_SKU_1479_MIN_1,SKU_1479_MIN,2024-08-16,97,183.67,,2024-09-30,,Entregue
PED_SKU_1479_MIN_2,SKU_1479_MIN,2024-10-15,97,183.67,,2024-11-29,,Entregue
PED_SKU_1479_MIN_3,SKU_1479_MIN,2024-12-14,97,183.67,,2025-01-28,,Entregue
PED_SKU_1479_FUC_0,SKU_1479_FUC,2024-06-17,189,183.67,,2024-08-01,,Entregue
PED_SKU_1479_FUC_1,SKU_1479_FUC,2024-08-16,189,183.67,,2024-09-30,,Entregue
PED_SKU_1480_SNO_0,SKU_1480_SNO,2024-06-17,95,122.44,,2024-08-01,,Entregue
PED_SKU_1480_SNO_1,SKU_1480_SNO,2024-08-16,95,122.44,,2024-09-30,,Entregue
PED_SKU_1480_SNO_2,SKU_1480_SNO,2024-10-15,95,122.44,,2024-11-29,,Entregue
PED_SKU_1480_SNO_3,SKU_1480_SNO,2024-12-14,95,122.44,,2025-01-28,,Entregue
PED_SKU_1480_MEX_0,SKU_1480_MEX,2024-06-17,97,122.44,,2024-08-01,,Entregue
PED_SKU_1480_MEX_1,SKU_1480_MEX,2024-08-16,97,122.44,,2024-09-30,,Entregue
PED_SKU_1480_MEX_2,SKU_1480_MEX,2024-10-15,97,122.44,,2024-11-29,,Entregue
PED_SKU_1480_MEX_3,SKU_1480_MEX,2024-12-14,97,122.44,,2025-01-28,,Entregue
PED_SKU_1481_BLA_0,SKU_1481_BLA,2024-06-17,132,246.3,,2024-08-01,,Entregue
PED_SKU_1481_BLA_1,SKU_1481_BLA,2024-08-16,132,246.3,,2024-09-30,,Entregue
PED_SKU_1481_BLA_2,SKU_1481_BLA,2024-10-15,132,246.3,,2024-11-29,,Entregue
PED_SKU_1481_TEA_0,SKU_1481_TEA,2024-06-17,194,246.3,,2024-08-01,,Entregue
PED_SKU_1481_TEA_1,SKU_1481_TEA,2024-08-16,194,246.3,,2024-09-30,,Entregue
PED_SKU_1482_MOS_0,SKU_1482_MOS,2024-06-17,106,124.21,,2024-08-01,,Entregue
PED_SKU_1482_MOS_1,SKU_1482_MOS,2024-08-16,106,124.21,,2024-09-30,,Entregue
PED_SKU_1482_MOS_2,SKU_1482_MOS,2024-10-15,106,124.21,,2024-11-29,,Entregue
PED_SKU_1482_MOS_3,SKU_1482_MOS,2024-12-14,106,124.21,,2025-01-28,,Entregue
PED_SKU_1482_SHO_0,SKU_1482_SHO,2024-06-17,126,124.21,,2024-08-01,,Entregue
PED_SKU_1482_SHO_1,SKU_1482_SHO,2024-08-16,126,124.21,,2024-09-30,,Entregue
PED_SKU_1482_SHO_2,SKU_1482_SHO,2024-10-15,126,124.21,,2024-11-29,,Entregue
PED_SKU_1483_WHI_0,SKU_1483_WHI,2024-06-17,132,95.62,,2024-08-01,,Entregue
PED_SKU_1483_WHI_1,SKU_1483_WHI,2024-08-16,132,95.62,,2024-09-30,,Entregue
PED_SKU_1483_WHI_2,SKU_1483_WHI,2024-10-15,132,95.62,,2024-11-29,,Entregue
PED_SKU_1483_POW_0,SKU_1483_POW,2024-06-17,190,95.62,,2024-08-01,,Entregue
PED_SKU_1483_POW_1,SKU_1483_POW,2024-08-16,190,95.62,,2024-09-30,,Entregue
PED_SKU_1484_MOS_0,SKU_1484_MOS,2024-06-17,96,136.59,,2024-08-01,,Entregue
PED_SKU_1484_MOS_1,SKU_1484_MOS,2024-08-16,96,136.59,,2024-09-30,,Entregue
PED_SKU_1484_MOS_2,SKU_1484_MOS,2024-10-15,96,136.59,,2024-11-29,,Entregue
PED_SKU_1484_MOS_3,SKU_1484_MOS,2024-12-14,96,136.59,,2025-01-28,,Entregue
PED_SKU_1484_EGR_0,SKU_1484_EGR,2024-06-17,204,136.59,,2024-08-01,,Entregue
PED_SKU_1484_EGR_1,SKU_1484_EGR,2024-08-16,204,136.59,,2024-09-30,,Entregue
PED_SKU_1485_PAS_0,SKU_1485_PAS,2024-06-17,155,260.91,,2024-08-01,,Entregue
PED_SKU_1485_PAS_1,SKU_1485_PAS,2024-08-16,155,260.91,,2024-09-30,,Entregue
PED_SKU_1485_PAS_2,SKU_1485_PAS,2024-10-15,155,260.91,,2024-11-29,,Entregue
PED_SKU_1485_CER_0,SKU_1485_CER,2024-06-17,110,260.91,,2024-08-01,,Entregue
PED_SKU_1485_CER_1,SKU_1485_CER,2024-08-16,110,260.91,,2024-09-30,,Entregue
PED_SKU_1485_CER_2,SKU_1485_CER,2024-10-15,110,260.91,,2024-11-29,,Entregue
PED_SKU_1485_CER_3,SKU_1485_CER,2024-12-14,110,260.91,,2025-01-28,,Entregue
PED_SKU_1486_OLI_0,SKU_1486_OLI,2024-06-17,112,95.96,,2024-08-01,,Entregue
PED_SKU_1486_OLI_1,SKU_1486_OLI,2024-08-16,112,95.96,,2024-09-30,,Cancelado
PED_SKU_1486_OLI_2,SKU_1486_OLI,2024-10-15,112,95.96,,2024-11-29,,Cancelado
PED_SKU_1486_OLI_3,SKU_1486_OLI,2024-12-14,112,95.96,,2025-01-28,,Entregue
PED_SKU_1486_PAL_0,SKU_1486_PAL,2024-06-17,113,95.96,,2024-08-01,,Entregue
PED_SKU_1486_PAL_1,SKU_1486_PAL,2024-08-16,113,95.96,,2024-09-30,,Entregue
PED_SKU_1486_PAL_2,SKU_1486_PAL,2024-10-15,113,95.96,,2024-11-29,,Entregue
PED_SKU_1486_PAL_3,SKU_1486_PAL,2024-12-14,113,95.96,,2025-01-28,,Entregue
PED_SKU_1487_BRI_0,SKU_1487_BRI,2024-06-17,129,106.5,,2024-08-01,,Cancelado
PED_SKU_1487_BRI_1,SKU_1487_BRI,2024-08-16,129,106.5,,2024-09-30,,Entregue
PED_SKU_1487_BRI_2,SKU_1487_BRI,2024-10-15,129,106.5,,2024-11-29,,Entregue
PED_SKU_1487_CLE_0,SKU_1487_CLE,2024-06-17,210,106.5,,2024-08-01,,Entregue
PED_SKU_1487_CLE_1,SKU_1487_CLE,2024-08-16,210,106.5,,2024-09-30,,Entregue
PED_SKU_1488_IVO_0,SKU_1488_IVO,2024-06-17,202,108.09,,2024-08-01,,Entregue
PED_SKU_1488_IVO_1,SKU_1488_IVO,2024-08-16,202,108.09,,2024-09-30,,Entregue
PED_SKU_1488_PEA_0,SKU_1488_PEA,2024-06-17,99,108.09,,2024-08-01,,Entregue
PED_SKU_1488_PEA_1,SKU_1488_PEA,2024-08-16,99,108.09,,2024-09-30,,Entregue
PED_SKU_1488_PEA_2,SKU_1488_PEA,2024-10-15,99,108.09,,2024-11-29,,Entregue
PED_SKU_1488_PEA_3,SKU_1488_PEA,2024-12-14,99,108.09,,2025-01-28,,Cancelado
PED_SKU_1489_TEA_0,SKU_1489_TEA,2024-06-17,107,121.77,,2024-08-01,,Entregue
PED_SKU_1489_TEA_1,SKU_1489_TEA,2024-08-16,107,121.77,,2024-09-30,,Entregue
PED_SKU_1489_TEA_2,SKU_1489_TEA,2024-10-15,107,121.77,,2024-11-29,,Entregue
PED_SKU_1489_TEA_3,SKU_1489_TEA,2024-12-14,107,121.77,,2025-01-28,,Entregue
PED_SKU_1489_IVO_0,SKU_1489_IVO,2024-06-17,227,121.77,,2024-08-01,,Entregue
PED_SKU_1489_IVO_1,SKU_1489_IVO,2024-08-16,227,121.77,,2024-09-30,,Entregue
PED_SKU_1490_EME_0,SKU_1490_EME,2024-06-17,102,104.23,,2024-08-01,,Entregue
PED_SKU_1490_EME_1,SKU_1490_EME,2024-08-16,102,104.23,,2024-09-30,,Entregue
PED_SKU_1490_EME_2,SKU_1490_EME,2024-10-15,102,104.23,,2024-11-29,,Entregue
PED_SKU_1490_EME_3,SKU_1490_EME,2024-12-14,102,104.23,,2025-01-28,,Entregue
PED_SKU_1490_VAN_0,SKU_1490_VAN,2024-06-17,136,104.23,,2024-08-01,,Entregue
PED_SKU_1490_VAN_1,SKU_1490_VAN,2024-08-16,136,104.23,,2024-09-30,,Entregue
PED_SKU_1490_VAN_2,SKU_1490_VAN,2024-10-15,136,104.23,,2024-11-29,,Entregue
PED_SKU_1491_GAR_0,SKU_1491_GAR,2024-06-17,214,41.91,,2024-08-01,,Entregue
PED_SKU_1491_GAR_1,SKU_1491_GAR,2024-08-16,214,41.91,,2024-09-30,,Entregue
PED_SKU_1491_CER_0,SKU_1491_CER,2024-06-17,114,41.91,,2024-08-01,,Entregue
PED_SKU_1491_CER_1,SKU_1491_CER,2024-08-16,114,41.91,,2024-09-30,,Entregue
PED_SKU_1491_CER_2,SKU_1491_CER,2024-10-15,114,41.91,,2024-11-29,,Entregue
PED_SKU_1491_CER_3,SKU_1491_CER,2024-12-14,114,41.91,,2025-01-28,,Entregue
PED_SKU_1492_SKY_0,SKU_1492_SKY,2024-06-17,207,117.69,,2024-08-01,,Entregue
PED_SKU_1492_SKY_1,SKU_1492_SKY,2024-08-16,207,117.69,,2024-09-30,,Entregue
PED_SKU_1492_BIR_0,SKU_1492_BIR,2024-06-17,204,117.69,,2024-08-01,,Entregue
PED_SKU_1492_BIR_1,SKU_1492_BIR,2024-08-16,204,117.69,,2024-09-30,,Entregue
PED_SKU_1493_PEA_0,SKU_1493_PEA,2024-06-17,91,88.18,,2024-08-01,,Entregue
PED_SKU_1493_PEA_1,SKU_1493_PEA,2024-08-16,91,88.18,,2024-09-30,,Entregue
PED_SKU_1493_PEA_2,SKU_1493_PEA,2024-10-15,91,88.18,,2024-11-29,,Entregue
PED_SKU_1493_PEA_3,SKU_1493_PEA,2024-12-14,91,88.18,,2025-01-28,,Entregue
PED_SKU_1493_CLO_0,SKU_1493_CLO,2024-06-17,157,88.18,,2024-08-01,,Entregue
PED_SKU_1493_CLO_1,SKU_1493_CLO,2024-08-16,157,88.18,,2024-09-30,,Entregue
PED_SKU_1493_CLO_2,SKU_1493_CLO,2024-10-15,157,88.18,,2024-11-29,,Entregue
PED_SKU_1494_EGR_0,SKU_1494_EGR,2024-06-17,113,343.91,,2024-08-01,,Entregue
PED_SKU_1494_EGR_1,SKU_1494_EGR,2024-08-16,113,343.91,,2024-09-30,,Entregue
PED_SKU_1494_EGR_2,SKU_1494_EGR,2024-10-15,113,343.91,,2024-11-29,,Entregue
PED_SKU_1494_EGR_3,SKU_1494_EGR,2024-12-14,113,343.91,,2025-01-28,,Entregue
PED_SKU_1494_HOT_0,SKU_1494_HOT,2024-06-17,125,343.91,,2024-08-01,,Entregue
PED_SKU_1494_HOT_1,SKU_1494_HOT,2024-08-16,125,343.91,,2024-09-30,,Entregue
PED_SKU_1494_HOT_2,SKU_1494_HOT,2024-10-15,125,343.91,,2024-11-29,,Entregue
PED_SKU_1495_FUC_0,SKU_1495_FUC,2024-06-17,130,117.58,,2024-08-01,,Entregue
PED_SKU_1495_FUC_1,SKU_1495_FUC,2024-08-16,130,117.58,,2024-09-30,,Cancelado
PED_SKU_1495_FUC_2,SKU_1495_FUC,2024-10-15,130,117.58,,2024-11-29,,Entregue
PED_SKU_1495_BLA_0,SKU_1495_BLA,2024-06-17,141,117.58,,2024-08-01,,Entregue
PED_SKU_1495_BLA_1,SKU_1495_BLA,2024-08-16,141,117.58,,2024-09-30,,Entregue
PED_SKU_1495_BLA_2,SKU_1495_BLA,2024-10-15,141,117.58,,2024-11-29,,Entregue
PED_SKU_1496_PAS_0,SKU_1496_PAS,2024-06-17,101,373.61,,2024-08-01,,Entregue
PED_SKU_1496_PAS_1,SKU_1496_PAS,2024-08-16,101,373.61,,2024-09-30,,Entregue
PED_SKU_1496_PAS_2,SKU_1496_PAS,2024-10-15,101,373.61,,2024-11-29,,Entregue
PED_SKU_1496_PAS_3,SKU_1496_PAS,2024-12-14,101,373.61,,2025-01-28,,Entregue
PED_SKU_1496_PEA_0,SKU_1496_PEA,2024-06-17,113,373.61,,2024-08-01,,Entregue
PED_SKU_1496_PEA_1,SKU_1496_PEA,2024-08-16,113,373.61,,2024-09-30,,Cancelado
PED_SKU_1496_PEA_2,SKU_1496_PEA,2024-10-15,113,373.61,,2024-11-29,,Entregue
PED_SKU_1496_PEA_3,SKU_1496_PEA,2024-12-14,113,373.61,,2025-01-28,,Cancelado
PED_SKU_1497_FUC_0,SKU_1497_FUC,2024-06-17,133,44.65,,2024-08-01,,Entregue
PED_SKU_1497_FUC_1,SKU_1497_FUC,2024-08-16,133,44.65,,2024-09-30,,Entregue
PED_SKU_1497_FUC_2,SKU_1497_FUC,2024-10-15,133,44.65,,2024-11-29,,Entregue
PED_SKU_1497_VAN_0,SKU_1497_VAN,2024-06-17,200,44.65,,2024-08-01,,Entregue
PED_SKU_1497_VAN_1,SKU_1497_VAN,2024-08-16,200,44.65,,2024-09-30,,Entregue
PED_SKU_1498_OLI_0,SKU_1498_OLI,2024-06-17,113,112.51,,2024-08-01,,Entregue
PED_SKU_1498_OLI_1,SKU_1498_OLI,2024-08-16,113,112.51,,2024-09-30,,Entregue
PED_SKU_1498_OLI_2,SKU_1498_OLI,2024-10-15,113,112.51,,2024-11-29,,Entregue
PED_SKU_1498_OLI_3,SKU_1498_OLI,2024-12-14,113,112.51,,2025-01-28,,Entregue
PED_SKU_1498_LIG_0,SKU_1498_LIG,2024-06-17,100,112.51,,2024-08-01,,Cancelado
PED_SKU_1498_LIG_1,SKU_1498_LIG,2024-08-16,100,112.51,,2024-09-30,,Entregue
PED_SKU_1498_LIG_2,SKU_1498_LIG,2024-10-15,100,112.51,,2024-11-29,,Entregue
PED_SKU_1498_LIG_3,SKU_1498_LIG,2024-12-14,100,112.51,,2025-01-28,,Entregue
PED_SKU_1499_HOT_0,SKU_1499_HOT,2024-06-17,97,82.65,,2024-08-01,,Entregue
PED_SKU_1499_HOT_1,SKU_1499_HOT,2024-08-16,97,82.65,,2024-09-30,,Entregue
PED_SKU_1499_HOT_2,SKU_1499_HOT,2024-10-15,97,82.65,,2024-11-29,,Entregue
PED_SKU_1499_HOT_3,SKU_1499_HOT,2024-12-14,97,82.65,,2025-01-28,,Entregue
PED_SKU_1499_RAS_0,SKU_1499_RAS,2024-06-17,132,82.65,,2024-08-01,,Entregue
PED_SKU_1499_RAS_1,SKU_1499_RAS,2024-08-16,132,82.65,,2024-09-30,,Entregue
PED_SKU_1499_RAS_2,SKU_1499_RAS,2024-10-15,132,82.65,,2024-11-29,,Entregue
PED_SKU_1500_MOS_0,SKU_1500_MOS,2024-06-17,109,85.56,,2024-08-01,,Entregue
PED_SKU_1500_MOS_1,SKU_1500_MOS,2024-08-16,109,85.56,,2024-09-30,,Entregue
PED_SKU_1500_MOS_2,SKU_1500_MOS,2024-10-15,109,85.56,,2024-11-29,,Entregue
PED_SKU_1500_MOS_3,SKU_1500_MOS,2024-12-14,109,85.56,,2025-01-28,,Entregue
PED_SKU_1500_PAS_0,SKU_1500_PAS,2024-06-17,147,85.56,,2024-08-01,,Entregue
PED_SKU_1500_PAS_1,SKU_1500_PAS,2024-08-16,147,85.56,,2024-09-30,,Entregue
PED_SKU_1500_PAS_2,SKU_1500_PAS,2024-10-15,147,85.56,,2024-11-29,,Entregue
PED_SKU_1501_OLI_0,SKU_1501_OLI,2024-06-17,101,56.24,,2024-08-01,,Entregue
PED_SKU_1501_OLI_1,SKU_1501_OLI,2024-08-16,101,56.24,,2024-09-30,,Entregue
PED_SKU_1501_OLI_2,SKU_1501_OLI,2024-10-15,101,56.24,,2024-11-29,,Entregue
PED_SKU_1501_OLI_3,SKU_1501_OLI,2024-12-14,101,56.24,,2025-01-28,,Entregue
PED_SKU_1501_SAL_0,SKU_1501_SAL,2024-06-17,126,56.24,,2024-08-01,,Entregue
PED_SKU_1501_SAL_1,SKU_1501_SAL,2024-08-16,126,56.24,,2024-09-30,,Entregue
PED_SKU_1501_SAL_2,SKU_1501_SAL,2024-10-15,126,56.24,,2024-11-29,,Entregue
PED_SKU_1502_PEA_0,SKU_1502_PEA,2024-06-17,197,69.1,,2024-08-01,,Entregue
PED_SKU_1502_PEA_1,SKU_1502_PEA,2024-08-16,197,69.1,,2024-09-30,,Entregue
PED_SKU_1502_VAN_0,SKU_1502_VAN,2024-06-17,112,69.1,,2024-08-01,,Entregue
PED_SKU_1502_VAN_1,SKU_1502_VAN,2024-08-16,112,69.1,,2024-09-30,,Entregue
PED_SKU_1502_VAN_2,SKU_1502_VAN,2024-10-15,112,69.1,,2024-11-29,,Entregue
PED_SKU_1502_VAN_3,SKU_1502_VAN,2024-12-14,112,69.1,,2025-01-28,,Entregue
PED_SKU_1503_VAN_0,SKU_1503_VAN,2024-06-17,207,75.68,,2024-08-01,,Entregue
PED_SKU_1503_VAN_1,SKU_1503_VAN,2024-08-16,207,75.68,,2024-09-30,,Entregue
PED_SKU_1503_CER_0,SKU_1503_CER,2024-06-17,109,75.68,,2024-08-01,,Entregue
PED_SKU_1503_CER_1,SKU_1503_CER,2024-08-16,109,75.68,,2024-09-30,,Entregue
PED_SKU_1503_CER_2,SKU_1503_CER,2024-10-15,109,75.68,,2024-11-29,,Entregue
PED_SKU_1503_CER_3,SKU_1503_CER,2024-12-14,109,75.68,,2025-01-28,,Entregue
PED_SKU_1504_EME_0,SKU_1504_EME,2024-06-17,121,112.51,,2024-08-01,,Entregue
PED_SKU_1504_EME_1,SKU_1504_EME,2024-08-16,121,112.51,,2024-09-30,,Entregue
PED_SKU_1504_EME_2,SKU_1504_EME,2024-10-15,121,112.51,,2024-11-29,,Entregue
PED_SKU_1504_NAV_0,SKU_1504_NAV,2024-06-17,99,112.51,,2024-08-01,,Entregue
PED_SKU_1504_NAV_1,SKU_1504_NAV,2024-08-16,99,112.51,,2024-09-30,,Entregue
PED_SKU_1504_NAV_2,SKU_1504_NAV,2024-10-15,99,112.51,,2024-11-29,,Entregue
PED_SKU_1504_NAV_3,SKU_1504_NAV,2024-12-14,99,112.51,,2025-01-28,,Entregue
PED_SKU_1505_BLU_0,SKU_1505_BLU,2024-06-17,213,77.75,,2024-08-01,,Entregue
PED_SKU_1505_BLU_1,SKU_1505_BLU,2024-08-16,213,77.75,,2024-09-30,,Entregue
PED_SKU_1505_SNO_0,SKU_1505_SNO,2024-06-17,199,77.75,,2024-08-01,,Entregue
PED_SKU_1505_SNO_1,SKU_1505_SNO,2024-08-16,199,77.75,,2024-09-30,,Entregue
PED_SKU_1506_PAL_0,SKU_1506_PAL,2024-06-17,209,73.11,,2024-08-01,,Entregue
PED_SKU_1506_PAL_1,SKU_1506_PAL,2024-08-16,209,73.11,,2024-09-30,,Entregue
PED_SKU_1506_BRI_0,SKU_1506_BRI,2024-06-17,194,73.11,,2024-08-01,,Cancelado
PED_SKU_1506_BRI_1,SKU_1506_BRI,2024-08-16,194,73.11,,2024-09-30,,Entregue
PED_SKU_1507_PAS_0,SKU_1507_PAS,2024-06-17,196,59.55,,2024-08-01,,Entregue
PED_SKU_1507_PAS_1,SKU_1507_PAS,2024-08-16,196,59.55,,2024-09-30,,Entregue
PED_SKU_1507_FLA_0,SKU_1507_FLA,2024-06-17,101,59.55,,2024-08-01,,Entregue
PED_SKU_1507_FLA_1,SKU_1507_FLA,2024-08-16,101,59.55,,2024-09-30,,Entregue
PED_SKU_1507_FLA_2,SKU_1507_FLA,2024-10-15,101,59.55,,2024-11-29,,Cancelado
PED_SKU_1507_FLA_3,SKU_1507_FLA,2024-12-14,101,59.55,,2025-01-28,,Entregue
PED_SKU_1508_LIM_0,SKU_1508_LIM,2024-06-17,147,69.1,,2024-08-01,,Entregue
PED_SKU_1508_LIM_1,SKU_1508_LIM,2024-08-16,147,69.1,,2024-09-30,,Entregue
PED_SKU_1508_LIM_2,SKU_1508_LIM,2024-10-15,147,69.1,,2024-11-29,,Entregue
PED_SKU_1508_DEE_0,SKU_1508_DEE,2024-06-17,123,69.1,,2024-08-01,,Entregue
PED_SKU_1508_DEE_1,SKU_1508_DEE,2024-08-16,123,69.1,,2024-09-30,,Entregue
PED_SKU_1508_DEE_2,SKU_1508_DEE,2024-10-15,123,69.1,,2024-11-29,,Entregue
PED_SKU_1509_HOT_0,SKU_1509_HOT,2024-06-17,104,105.89,,2024-08-01,,Entregue
PED_SKU_1509_HOT_1,SKU_1509_HOT,2024-08-16,104,105.89,,2024-09-30,,Entregue
PED_SKU_1509_HOT_2,SKU_1509_HOT,2024-10-15,104,105.89,,2024-11-29,,Entregue
PED_SKU_1509_HOT_3,SKU_1509_HOT,2024-12-14,104,105.89,,2025-01-28,,Entregue
PED_SKU_1509_MAG_0,SKU_1509_MAG,2024-06-17,116,105.89,,2024-08-01,,Entregue
PED_SKU_1509_MAG_1,SKU_1509_MAG,2024-08-16,116,105.89,,2024-09-30,,Cancelado
PED_SKU_1509_MAG_2,SKU_1509_MAG,2024-10-15,116,105.89,,2024-11-29,,Entregue
PED_SKU_1510_SNO_0,SKU_1510_SNO,2024-06-17,131,265.5,,2024-08-01,,Entregue
PED_SKU_1510_SNO_1,SKU_1510_SNO,2024-08-16,131,265.5,,2024-09-30,,Entregue
PED_SKU_1510_SNO_2,SKU_1510_SNO,2024-10-15,131,265.5,,2024-11-29,,Entregue
PED_SKU_1510_ROS_0,SKU_1510_ROS,2024-06-17,136,265.5,,2024-08-01,,Entregue
PED_SKU_1510_ROS_1,SKU_1510_ROS,2024-08-16,136,265.5,,2024-09-30,,Entregue
PED_SKU_1510_ROS_2,SKU_1510_ROS,2024-10-15,136,265.5,,2024-11-29,,Entregue
PED_SKU_1511_CLE_0,SKU_1511_CLE,2024-06-17,105,297.3,,2024-08-01,,Entregue
PED_SKU_1511_CLE_1,SKU_1511_CLE,2024-08-16,105,297.3,,2024-09-30,,Entregue
PED_SKU_1511_CLE_2,SKU_1511_CLE,2024-10-15,105,297.3,,2024-11-29,,Entregue
PED_SKU_1511_CLE_3,SKU_1511_CLE,2024-12-14,105,297.3,,2025-01-28,,Entregue
PED_SKU_1511_SKY_0,SKU_1511_SKY,2024-06-17,217,297.3,,2024-08-01,,Entregue
PED_SKU_1511_SKY_1,SKU_1511_SKY,2024-08-16,217,297.3,,2024-09-30,,Entregue
PED_SKU_1512_TEA_0,SKU_1512_TEA,2024-06-17,101,71.34,,2024-08-01,,Entregue
PED_SKU_1512_TEA_1,SKU_1512_TEA,2024-08-16,101,71.34,,2024-09-30,,Entregue
PED_SKU_1512_TEA_2,SKU_1512_TEA,2024-10-15,101,71.34,,2024-11-29,,Entregue
PED_SKU_1512_TEA_3,SKU_1512_TEA,2024-12-14,101,71.34,,2025-01-28,,Entregue
PED_SKU_1512_MYS_0,SKU_1512_MYS,2024-06-17,100,71.34,,2024-08-01,,Entregue
PED_SKU_1512_MYS_1,SKU_1512_MYS,2024-08-16,100,71.34,,2024-09-30,,Entregue
PED_SKU_1512_MYS_2,SKU_1512_MYS,2024-10-15,100,71.34,,2024-11-29,,Entregue
PED_SKU_1512_MYS_3,SKU_1512_MYS,2024-12-14,100,71.34,,2025-01-28,,Entregue
PED_SKU_1513_PAS_0,SKU_1513_PAS,2024-06-17,101,58.08,,2024-08-01,,Entregue
PED_SKU_1513_PAS_1,SKU_1513_PAS,2024-08-16,101,58.08,,2024-09-30,,Entregue
PED_SKU_1513_PAS_2,SKU_1513_PAS,2024-10-15,101,58.08,,2024-11-29,,Entregue
PED_SKU_1513_PAS_3,SKU_1513_PAS,2024-12-14,101,58.08,,2025-01-28,,Entregue
PED_SKU_1513_RAS_0,SKU_1513_RAS,2024-06-17,102,58.08,,2024-08-01,,Entregue
PED_SKU_1513_RAS_1,SKU_1513_RAS,2024-08-16,102,58.08,,2024-09-30,,Entregue
PED_SKU_1513_RAS_2,SKU_1513_RAS,2024-10-15,102,58.08,,2024-11-29,,Entregue
PED_SKU_1513_RAS_3,SKU_1513_RAS,2024-12-14,102,58.08,,2025-01-28,,Entregue
